image_path,skin_type,detected_conditions,acne_prob,acne_detected,blackheads_prob,blackheads_detected,dark spots_prob,dark spots_detected,dryness_prob,dryness_detected,normal_prob,normal_detected,oily_prob,oily_detected,pores_prob,pores_detected,wrinkles_prob,wrinkles_detected
data/raw_images/dataset\acne\10_Skin1_jpg.rf.de6efc167231e61d739015385197ed96.jpg,normal,acne,0.8717318177223206,True,0.01421528123319149,False,0.057342320680618286,False,0.024259742349386215,False,0.04033450782299042,False,0.0008823191747069359,False,0.045736465603113174,False,0.007939053699374199,False
data/raw_images/dataset\acne\11118622-6820319-image-a-24_15528711043151_jpg.rf.1841d09e1616062c3f7fb5671bf1997c.jpg,normal,acne,0.5672253370285034,True,0.07179681211709976,False,0.0708068311214447,False,0.03534165769815445,False,0.08934721350669861,False,0.00577084394171834,False,0.003070457372814417,False,0.144395649433136,False
data/raw_images/dataset\acne\11_jpg.rf.4eefa4743d6326f9705d88ac58673182.jpg,normal,acne,0.6224152445793152,True,0.46423542499542236,False,0.12022985517978668,False,0.010280006565153599,False,0.014822175726294518,False,0.0022117916960269213,False,0.07455485314130783,False,0.01520512718707323,False
data/raw_images/dataset\acne\12_jpg.rf.81815597daf36f9c6c4192864e6b0830.jpg,dry,acne,0.7166991233825684,True,0.19335785508155823,False,0.19172890484333038,False,0.007113035302609205,False,0.006276025902479887,False,0.0034939791075885296,False,0.08790943026542664,False,0.006694179028272629,False
data/raw_images/dataset\acne\13-1-_jpg.rf.8aaab546298a675fee36302fba103d15.jpg,dry,acne,0.768754243850708,True,0.13325485587120056,False,0.2898576855659485,False,0.004200560040771961,False,0.0012410974595695734,False,0.0005970180500298738,False,0.01674208976328373,False,0.01458272896707058,False
data/raw_images/dataset\acne\13_jpg.rf.abb135e6cd587e65fbd066ebef73cd23.jpg,dry,acne,0.6494737267494202,True,0.10873650014400482,False,0.4569907784461975,False,0.006778329610824585,False,0.002080952748656273,False,0.0005936571978963912,False,0.0198757853358984,False,0.006290736608207226,False
data/raw_images/dataset\acne\141F6905-C813-7331-E18424112DBD5B0A_jpg.rf.3a70d36c07659f614260d7947647cbe4.jpg,normal,,0.3442234396934509,False,0.46549245715141296,False,0.16514894366264343,False,0.0033823875710368156,False,0.0033873950596898794,False,0.002510810038074851,False,0.3559407889842987,False,0.005170072428882122,False
data/raw_images/dataset\acne\14_jpg.rf.f1d6d4afa4d43d6b1fe591161764a3ea.jpg,normal,acne,0.778864324092865,True,0.004039809573441744,False,0.009870926849544048,False,0.0025343457236886024,False,0.006074872799217701,False,5.948636680841446e-05,False,0.003957587294280529,False,0.4371069073677063,False
data/raw_images/dataset\acne\15_jpg.rf.bb97123196b8338240b4cedd6e8fa31f.jpg,dry,acne,0.8655512928962708,True,0.03999451547861099,False,0.2717077136039734,False,0.004686368629336357,False,0.001849982887506485,False,0.0002302684006281197,False,0.025608055293560028,False,0.003185558831319213,False
data/raw_images/dataset\acne\16_jpg.rf.17c3de566bc31f56269b0ee3166efd6b.jpg,dry,blackheads,0.41620299220085144,False,0.5139270424842834,True,0.12580685317516327,False,0.04525564983487129,False,0.01776050589978695,False,0.016193518415093422,False,0.058435749262571335,False,0.008515319786965847,False
data/raw_images/dataset\acne\17a4d1a917e5faa9f2675ebd83e526791-Copy_jpg.rf.098deec8e8e810dc01fc993070730305.jpg,normal,acne,0.8668904900550842,True,0.030042320489883423,False,0.1607443243265152,False,0.019809216260910034,False,0.03223205357789993,False,0.0016176970675587654,False,0.03159577399492264,False,0.008500099182128906,False
data/raw_images/dataset\acne\17a4d1a917e5faa9f2675ebd83e52679_jpg.rf.e59368f2823a41c14b52f43b97b5a89c.jpg,normal,acne,0.8181262612342834,True,0.05824458599090576,False,0.2745240330696106,False,0.019614221528172493,False,0.030394870787858963,False,0.002026461297646165,False,0.015030523762106895,False,0.002655044896528125,False
data/raw_images/dataset\acne\17_jpg.rf.f7ab3aa23151f14adae6677542a34945.jpg,dry,acne,0.8184577822685242,True,0.003642671275883913,False,0.21012498438358307,False,0.009199924767017365,False,0.007654055021703243,False,0.0001417043968103826,False,0.03782770782709122,False,0.007853938266634941,False
data/raw_images/dataset\acne\1821_JPG.rf.68913867afcf1a5ff0655f4d4019a0b7.jpg,normal,acne,0.829845666885376,True,0.07659878581762314,False,0.19257816672325134,False,0.004311552736908197,False,0.018868187442421913,False,0.0008118025143630803,False,0.017385713756084442,False,0.0007890092092566192,False
data/raw_images/dataset\acne\182_JPG.rf.c0fc3adca6deac981b6332570f17a63e.jpg,normal,acne,0.721332311630249,True,0.14100179076194763,False,0.3412254750728607,False,0.007540600374341011,False,0.03142532706260681,False,0.0012423369335010648,False,0.03887659311294556,False,0.0019775303080677986,False
data/raw_images/dataset\acne\18_jpg.rf.837d5ad70cc44b09afc585209ee67c7e.jpg,dry,,0.4903574585914612,False,0.2592688500881195,False,0.2153681367635727,False,0.004034663550555706,False,0.003701644018292427,False,0.0021781434770673513,False,0.3081086277961731,False,0.018028881400823593,False
data/raw_images/dataset\acne\19280a95363d065b1dfbc654e28530291-Copy_jpg.rf.9e24b2a7e2726cddf0fa7ea5b08bc356.jpg,dry,acne,0.7241898775100708,True,0.022022109478712082,False,0.04471226781606674,False,0.11431403458118439,False,0.11371859908103943,False,0.0006717158248648047,False,0.002517575165256858,False,0.012310337275266647,False
data/raw_images/dataset\acne\19280a95363d065b1dfbc654e2853029_jpg.rf.5b280992c4ebcf58a7a890ea191ea6ba.jpg,normal,acne,0.5997248888015747,True,0.01800665445625782,False,0.038049254566431046,False,0.10161898285150528,False,0.18945680558681488,False,0.000606857764068991,False,0.0018884084420278668,False,0.03204677626490593,False
data/raw_images/dataset\acne\1rlnayp9x3n21111_png.rf.20b1219f5ed6a7411373ac5d88fb62dc.jpg,dry,acne,0.823215901851654,True,0.04724154621362686,False,0.19593265652656555,False,0.024744749069213867,False,0.009902924299240112,False,0.01164168119430542,False,0.005298843141645193,False,0.006729303393512964,False
data/raw_images/dataset\acne\1rlnayp9x3n2111_png.rf.5696c407589f8c6294a95d4cbbd246c5.jpg,normal,acne,0.9120062589645386,True,0.020657798275351524,False,0.02120831608772278,False,0.01780875213444233,False,0.04631388559937477,False,0.001484849606640637,False,0.005792906973510981,False,0.0017906484426930547,False
data/raw_images/dataset\acne\1_png.rf.a19e4ebfd42cd7a65f9794a941585f85.jpg,dry,acne,0.845579206943512,True,0.028710002079606056,False,0.021032333374023438,False,0.044941361993551254,False,0.03161964192986488,False,0.0005368069978430867,False,0.059219006448984146,False,0.02569146826863289,False
data/raw_images/dataset\acne\2-1-1-1-Copy_jpg.rf.639a7a8ecbcbbde920242bf78ac117d7.jpg,dry,acne,0.8416076302528381,True,0.07419425249099731,False,0.13245800137519836,False,0.025987332686781883,False,0.013524658977985382,False,0.004403740633279085,False,0.020833447575569153,False,0.007351632229983807,False
data/raw_images/dataset\acne\2-1-11_jpg.rf.71eb40e0105ddf456eb3adf4e24e7eba.jpg,dry,acne,0.8504253029823303,True,0.05188046023249626,False,0.14228184521198273,False,0.02308136597275734,False,0.011544646695256233,False,0.0033518949057906866,False,0.024531347677111626,False,0.006052330601960421,False
data/raw_images/dataset\acne\2-1-11_png.rf.75c2b72c2a700885f861e719f33d1120.jpg,dry,,0.4284082055091858,False,0.304349809885025,False,0.3075287342071533,False,0.003356463275849819,False,0.002751409774646163,False,0.0014056955697014928,False,0.2496681809425354,False,0.0037849503569304943,False
data/raw_images/dataset\acne\2-1-_jpg.rf.5154b1dff60fc86febd0668e35d217ff.jpg,oily,blackheads,0.06838793307542801,False,0.7732386589050293,True,0.2461390197277069,False,0.017331082373857498,False,0.0047237444669008255,False,0.025628313422203064,False,0.03260607272386551,False,0.006134803406894207,False
data/raw_images/dataset\acne\2-1-_png.rf.4cd4a653169fb6a4064c4194708b3bc7.jpg,dry,,0.4293791949748993,False,0.38940733671188354,False,0.30293700098991394,False,0.002152706030756235,False,0.0017246330389752984,False,0.0010869193356484175,False,0.20225173234939575,False,0.0036873221397399902,False
data/raw_images/dataset\acne\2-12-11_jpeg.rf.e0d7e104304709b684779dd3837094b6.jpg,normal,acne,0.7370685935020447,True,0.11785892397165298,False,0.10822482407093048,False,0.0009832736104726791,False,0.0018858236726373434,False,0.0002253250131616369,False,0.2623714804649353,False,0.007758861407637596,False
data/raw_images/dataset\acne\2-12-1_jpeg.rf.1343f1f101f50219d150e133c51353ae.jpg,normal,acne,0.7251296639442444,True,0.13556842505931854,False,0.15254241228103638,False,0.0014065987197682261,False,0.002444891259074211,False,0.0003545622166711837,False,0.22151345014572144,False,0.007443713955581188,False
data/raw_images/dataset\acne\2-12-1_jpg.rf.f5c97b6243c7f86dd5ebe16bbe3ba88a.jpg,dry,dark spots,0.4817291498184204,False,0.1847497522830963,False,0.5109906792640686,True,0.005398288369178772,False,0.003206394612789154,False,0.0018546413630247116,False,0.14911431074142456,False,0.005199460778385401,False
data/raw_images/dataset\acne\2-12-_jpeg.rf.f0c6e8dd785177d87877848560a534aa.jpg,normal,acne,0.735429048538208,True,0.11690723896026611,False,0.10794991999864578,False,0.001014022040180862,False,0.0019106988329440355,False,0.00023005092225503176,False,0.26477378606796265,False,0.007977738976478577,False
data/raw_images/dataset\acne\2-12-_jpg.rf.b889c72b8ab770fdabfbca5906fb3733.jpg,dry,,0.4153212904930115,False,0.23753324151039124,False,0.44956666231155396,False,0.005374803673475981,False,0.003912951797246933,False,0.0017760321497917175,False,0.1648217737674713,False,0.0047843907959759235,False
data/raw_images/dataset\acne\2-13-111_jpeg.rf.6218afa39f90a14e03652261902a056b.jpg,normal,acne,0.7944263815879822,True,0.21670886874198914,False,0.15121902525424957,False,0.0021829002071172,False,0.002262722933664918,False,0.00045003966079093516,False,0.06517782062292099,False,0.00917735043913126,False
data/raw_images/dataset\acne\2-13-11_jpg.rf.c49837db116e1db25f977675dc525852.jpg,normal,acne,0.7474539875984192,True,0.20350401103496552,False,0.16521602869033813,False,0.0012639366323128343,False,0.0020098600070923567,False,0.0003243576211389154,False,0.1198294386267662,False,0.006461667828261852,False
data/raw_images/dataset\acne\2-13-1_jpeg.rf.d21772dc961c8845b97e976df32c1cf9.jpg,normal,acne,0.798815906047821,True,0.21078158915042877,False,0.11170286685228348,False,0.0032512194011360407,False,0.0045753647573292255,False,0.0008345278329215944,False,0.08327511698007584,False,0.020188044756650925,False
data/raw_images/dataset\acne\2-13-_jpeg.rf.9dd0ce31c90e6a51a6b06b1549273e01.jpg,normal,acne,0.7947977185249329,True,0.21917712688446045,False,0.1508249044418335,False,0.0021582257468253374,False,0.0022640840616077185,False,0.000446134596131742,False,0.06363780796527863,False,0.009091594256460667,False
data/raw_images/dataset\acne\2-13-_jpg.rf.9a6a9de190305f3f500964d7b300eb96.jpg,normal,acne,0.7719500064849854,True,0.19095009565353394,False,0.13830922544002533,False,0.0010480358032509685,False,0.0018980553140863776,False,0.00022083216754253954,False,0.107417993247509,False,0.005882314871996641,False
data/raw_images/dataset\acne\2-2-1_jpg.rf.317825be480c904cb4a96ff15dd55c39.jpg,normal,acne,0.832311749458313,True,0.07013324648141861,False,0.22831901907920837,False,0.008253483101725578,False,0.03955327719449997,False,0.001135579776018858,False,0.020147258415818214,False,0.0016694901278242469,False
data/raw_images/dataset\acne\2-2-_jpg.rf.a361de8bf87dbbac69c9a8885b2bd825.jpg,normal,acne,0.8559465408325195,True,0.098607636988163,False,0.1940261721611023,False,0.0049100397154688835,False,0.033200014382600784,False,0.00070456403773278,False,0.01802779920399189,False,0.0021906872279942036,False
data/raw_images/dataset\acne\2-3-1_jpg.rf.5f7ad94e271aed632dfb030b4068c26d.jpg,dry,blackheads,0.26958808302879333,False,0.7772363424301147,True,0.15797168016433716,False,0.007305004633963108,False,0.004355369135737419,False,0.003971290774643421,False,0.03248630836606026,False,0.011982825584709644,False
data/raw_images/dataset\acne\2-4-1_jpg.rf.bc6c45f926b3fe3d903532b79bf8916b.jpg,normal,acne,0.7036065459251404,True,0.24817214906215668,False,0.15105074644088745,False,0.0026185973547399044,False,0.004140524193644524,False,0.0003455039404798299,False,0.06675936281681061,False,0.014567949809134007,False
data/raw_images/dataset\acne\2-4-_jpg.rf.9a77cbeb4a1544657d33d9dbe0c9df95.jpg,dry,acne,0.6847689747810364,True,0.276039183139801,False,0.19956088066101074,False,0.0042403689585626125,False,0.0034159331116825342,False,0.0006474732072092593,False,0.031260568648576736,False,0.032320767641067505,False
data/raw_images/dataset\acne\2-5-1_jpg.rf.dd09739d05f2d80b97c4f69c68d1a4be.jpg,normal,acne,0.8884320855140686,True,0.07423669099807739,False,0.041813816875219345,False,0.0031964853405952454,False,0.005348420701920986,False,0.000284664478385821,False,0.12523742020130157,False,0.024058865383267403,False
data/raw_images/dataset\acne\2-5-_jpeg.rf.563b063a79f28b84e1dcfae5a5bd5b28.jpg,normal,acne,0.6913320422172546,True,0.10669074952602386,False,0.4058355689048767,False,0.005064902361482382,False,0.005320337135344744,False,0.001337069901637733,False,0.07757201045751572,False,0.007109318394213915,False
data/raw_images/dataset\acne\2-5-_jpg.rf.34ae3a6fe0f4e3ebd2f13c51c01e34a7.jpg,normal,acne,0.7776387333869934,True,0.0745931938290596,False,0.06311879307031631,False,0.005797305144369602,False,0.008900444954633713,False,0.0005656079156324267,False,0.24856851994991302,False,0.023669879883527756,False
data/raw_images/dataset\acne\2-51-_jpg.rf.cb0d44563149d1e79fba4b7b95ba4d41.jpg,dry,dark spots,0.25014373660087585,False,0.306193083524704,False,0.5971699953079224,True,0.01166490651667118,False,0.005664799828082323,False,0.008032104931771755,False,0.15038469433784485,False,0.014395196922123432,False
data/raw_images/dataset\acne\2-52-1-Copy_jpg.rf.9c22b289c7c4b63080194d1a65f1df98.jpg,dry,,0.46264979243278503,False,0.29410481452941895,False,0.4122310280799866,False,0.008718028664588928,False,0.005071582272648811,False,0.004628028720617294,False,0.17044448852539062,False,0.005695382598787546,False
data/raw_images/dataset\acne\2-52-_jpg.rf.9d9edc326f181d1a7e75c64244cd80c6.jpg,dry,,0.3722124397754669,False,0.3896636366844177,False,0.4059161841869354,False,0.007466998416930437,False,0.005309091880917549,False,0.005047630984336138,False,0.1715000718832016,False,0.007152223028242588,False
data/raw_images/dataset\acne\2-53-1-Copy_jpg.rf.c31b584a28da2bd64cbb9502a78ae232.jpg,dry,acne,0.839575469493866,True,0.026549620553851128,False,0.16186101734638214,False,0.024835018441081047,False,0.014647796750068665,False,0.006210783030837774,False,0.018640590831637383,False,0.0062454454600811005,False
data/raw_images/dataset\acne\2-53-_jpg.rf.e554fe11fb448e5decefe498e7915d32.jpg,oily,dark spots,0.10894417017698288,False,0.051559120416641235,False,0.613589346408844,True,0.11575396358966827,False,0.0990271270275116,False,0.14060109853744507,False,0.02221766859292984,False,0.01757846400141716,False
data/raw_images/dataset\acne\2-6-1_jpg.rf.0a60a83dbde2fec2b4b93817010f3444.jpg,dry,acne,0.8121241927146912,True,0.1068517193198204,False,0.2001516968011856,False,0.0047771441750228405,False,0.0017927183071151376,False,0.0009440463618375361,False,0.032191745936870575,False,0.03301483392715454,False
data/raw_images/dataset\acne\2-6-_jpg.rf.f0b89be8c351bc1c099bff2b076041b4.jpg,dry,acne,0.7313567399978638,True,0.10694627463817596,False,0.2573193311691284,False,0.006398729048669338,False,0.00405245553702116,False,0.0008848082507029176,False,0.04376040771603584,False,0.026260532438755035,False
data/raw_images/dataset\acne\2-7-1_jpg.rf.677669f9cfe857722c881699d6b16910.jpg,normal,acne,0.9016003608703613,True,0.0592789500951767,False,0.06315939873456955,False,0.008614485152065754,False,0.025257548317313194,False,0.0004811392573174089,False,0.05612992122769356,False,0.006864252034574747,False
data/raw_images/dataset\acne\2-7-_jpg.rf.76093b840421e12c1d89ae0d21d06303.jpg,normal,acne,0.8925654888153076,True,0.05173509567975998,False,0.059208665043115616,False,0.01577049307525158,False,0.039705485105514526,False,0.000520372181199491,False,0.05321364104747772,False,0.010448182001709938,False
data/raw_images/dataset\acne\2-8-1_jpeg.rf.2f32fc22766386b1dd5fbab0f2770056.jpg,dry,,0.3419002294540405,False,0.36109548807144165,False,0.30517733097076416,False,0.002478749956935644,False,0.002179668517783284,False,0.0015293952310457826,False,0.2929331064224243,False,0.00289961788803339,False
data/raw_images/dataset\acne\2-8-_jpeg.rf.3e4604d8369143c50501d7468bd6b2ad.jpg,dry,,0.35516050457954407,False,0.38647231459617615,False,0.3088042438030243,False,0.002249942161142826,False,0.0019447505474090576,False,0.0014171191724017262,False,0.2664555013179779,False,0.0028298923280090094,False
data/raw_images/dataset\acne\20150721042601_primary1-Copy_jpg.rf.faaf74cf63adfc5ee18867e9121de515.jpg,dry,dark spots,0.43500515818595886,False,0.2413843423128128,False,0.5067009329795837,True,0.02371877431869507,False,0.009448844939470291,False,0.008507855236530304,False,0.1704215258359909,False,0.024029510095715523,False
data/raw_images/dataset\acne\20150721042601_primary_jpg.rf.0f297888a84cd058a62c7e9b72ebac5b.jpg,dry,acne,0.5588765740394592,True,0.22997404634952545,False,0.32553771138191223,False,0.013515190221369267,False,0.008572138845920563,False,0.006785476114600897,False,0.10113859176635742,False,0.07160022854804993,False
data/raw_images/dataset\acne\20181225_191537-jpg-923b0605b45be754fbbed9051a9bea5e1-Copy_jpg.rf.c523837f52940133cc454a427cc5ec74.jpg,normal,acne,0.6817262172698975,True,0.33636075258255005,False,0.09037548303604126,False,0.005468712188303471,False,0.016666993498802185,False,0.001278178533539176,False,0.103093720972538,False,0.005342921242117882,False
data/raw_images/dataset\acne\20190716_191036-jpg-705bf02f23326951059a91a967959d071_jpg.rf.39a8c7da2dabb4efcdf0fd57406ab5b5.jpg,oily,,0.2941276431083679,False,0.35858631134033203,False,0.26226213574409485,False,0.022172754630446434,False,0.03352148085832596,False,0.039598461240530014,False,0.01492683682590723,False,0.16059139370918274,False
data/raw_images/dataset\acne\20190716_191036-jpg-705bf02f23326951059a91a967959d07_jpg.rf.09b13754193684c6214294e7b0d5de5d.jpg,oily,,0.12406402826309204,False,0.18357443809509277,False,0.4834078848361969,False,0.04789162427186966,False,0.06299405544996262,False,0.10441461205482483,False,0.02187364548444748,False,0.07851672917604446,False
data/raw_images/dataset\acne\2058411_jpg.rf.41b83d8f93ed6dbc79580635c578e59c.jpg,normal,acne,0.9436896443367004,True,0.02263837307691574,False,0.06193963810801506,False,0.0009145783842541277,False,0.00342238019220531,False,3.2920954254223034e-05,False,0.03615428879857063,False,0.003432362573221326,False
data/raw_images/dataset\acne\205841_jpg.rf.a52dded171ba7ff208443fe10feaf66c.jpg,normal,acne,0.9524791836738586,True,0.02000042237341404,False,0.06067509949207306,False,0.0004201372212264687,False,0.001581281772814691,False,1.2984076420252677e-05,False,0.0274062342941761,False,0.0016519434284418821,False
data/raw_images/dataset\acne\2063533_nintchdbpict000580154756_15883143441_jpg.rf.0b7556ebe654549785899443a635f351.jpg,normal,"acne, dark spots",0.6492200493812561,True,0.013451729901134968,False,0.6411256194114685,True,0.010414961725473404,False,0.013389233499765396,False,0.004689014051109552,False,0.011151625774800777,False,0.005361243616789579,False
data/raw_images/dataset\acne\20_before1-Copy_jpg.rf.43c49f9665723a69391c203a6e90c6a6.jpg,dry,acne,0.6911703944206238,True,0.05715581402182579,False,0.3742496967315674,False,0.011610333807766438,False,0.011221728287637234,False,0.0012301953975111246,False,0.1452929824590683,False,0.002668886911123991,False
data/raw_images/dataset\acne\20_before_jpg.rf.0478718f9de96b38c126b0cea2595350.jpg,normal,acne,0.8215019702911377,True,0.04431629925966263,False,0.16859610378742218,False,0.008438542485237122,False,0.019678879529237747,False,0.001561849727295339,False,0.1158127412199974,False,0.0035857008770108223,False
data/raw_images/dataset\acne\20_jpeg.rf.45f1c3ccd516de01ee75ed24be26c8c5.jpg,dry,acne,0.6735071539878845,True,0.28788942098617554,False,0.18421383202075958,False,0.018638109788298607,False,0.01641969010233879,False,0.004061514511704445,False,0.12112290412187576,False,0.024342525750398636,False
data/raw_images/dataset\acne\21_png.rf.e46be5f8e92e01ebba3f1e1ab77d09d9.jpg,dry,dark spots,0.2871690094470978,False,0.043629925698041916,False,0.7314621806144714,True,0.13103632628917694,False,0.01809288002550602,False,0.005619836505502462,False,0.012779071927070618,False,0.002907204907387495,False
data/raw_images/dataset\acne\22_png.rf.121b5ef14d83cf882d4b97562dd28c2d.jpg,normal,wrinkles,0.04709051921963692,False,0.03795672208070755,False,0.05598023533821106,False,0.012768079526722431,False,0.04881862923502922,False,0.01270777266472578,False,0.0012283886317163706,False,0.9137421250343323,True
data/raw_images/dataset\acne\2327210_jpg.rf.d80da748f6bcea859cf1e4e8695d5f3b.jpg,dry,acne,0.537322998046875,True,0.3266851305961609,False,0.3707214593887329,False,0.006362630054354668,False,0.00487577635794878,False,0.0033355148043483496,False,0.15425266325473785,False,0.008234784938395023,False
data/raw_images/dataset\acne\23_jpg.rf.5aa1b34d03e3e7b2e24d6c01976668eb.jpg,dry,acne,0.5902953147888184,True,0.06229822710156441,False,0.3995155096054077,False,0.08066123723983765,False,0.026605455204844475,False,0.009138702414929867,False,0.09424624592065811,False,0.020521441474556923,False
